lat,lon,ele_m,name
-27.85679,-68.90977,6100,Gemelos
32.28339,78.83407,6100,节列
32.81876,77.40456,6100,Yunam
33.12387,78.21708,6100,Kiager Ri
33.16562,76.62170,6100,Sersank Peak
33.54168,76.41077,6100,Chiring
33.21239,76.85528,6100,Tetleh Kangri
34.39390,77.43172,6100,Sahib Chera
34.18973,79.05376,6100,?
34.42360,79.22560,6100,察坎山
35.36363,78.43386,6100,虎形山
29.38038,82.79253,6100,?
29.38116,82.79366,6100,?
29.38200,82.79516,6100,?
29.20543,83.64719,6100,?
27.75168,87.11243,6100,?
28.14928,85.86093,6100,?
27.83461,87.77123,6100,?
28.02591,90.16327,6100,?
27.97429,91.48854,6100,仁布起岗日
27.87108,92.44806,6100,芝玛错哥
29.67125,93.04823,6100,拉日果
30.33331,93.13415,6100,曲新朗
30.30254,95.40749,6100,仁玉峰
30.22478,79.82095,6099,Tharkot
30.55696,80.20513,6099,Topi Dhura
38.82435,72.09911,6098,Вооруженных Сил
30.49844,88.42443,6098,鄂习加日/སྔོ་སེར་སྐྱ་རི།
-29.01418,-67.82924,6097,Cerro General Manuel Belgrano
32.43113,77.47079,6096,CB 31
35.59391,76.41260,6096,لیلی چوٹی
33.88693,78.76219,6095,?
37.02075,71.71527,6095,пик Маяковского
29.44201,82.59775,6095,?
-10.23698,-76.90574,6094,Jirishanca
33.50113,77.69193,6094,NDS Kangri
-13.74520,-71.13752,6093,Hatun Uma
27.79187,86.64879,6093,Kongde Ri Shar
-27.92055,-68.75446,6092,Bicentenario
37.05025,73.21521,6092,Koh-e Zemestan
29.19615,92.39888,6092,加日干布
33.32038,79.02691,6091,萨巨山/Sajum
28.64865,84.18809,6091,Pisang Peak
32.36019,77.77478,6090,Num Themga
33.04492,78.23639,6090,Korzok Kangri
29.42354,82.70273,6090,?
29.05620,83.61808,6090,?
27.95936,86.79174,6090,Lobuche East
28.47750,84.57167,6090,?
28.04206,90.78041,6090,喜嘎拉
29.27632,98.34542,6090,冬日嘎布
34.76616,99.47304,6090,ཨ་མྱིས་རྨ་ཆེན། 阿尼玛卿山
-32.09600,-70.07851,6089,Cerro Alma Negra
-10.25224,-76.90348,6089,Yerupajá Chico
-16.26244,-68.15413,6088,Huayna Potosí
35.87006,71.06794,6088,?
30.16010,81.06336,6088,?
30.06582,82.23099,6088,果拉科雪山
33.30669,78.65204,6087,Nechung
28.81704,83.48021,6087,Mukot Himal
34.02948,76.79314,6086,Machu Kangri
29.12026,83.07353,6085,Norbung Kang
31.34436,86.80863,6085,克呆龙峰
39.26351,74.32517,6084,?
36.78328,84.81314,6084,?
37.88914,72.18763,6083,Патхор
27.98317,86.73945,6083,Kangchung
27.81387,86.92480,6083,?
38.51770,72.30979,6081,Передовой
36.76893,84.69652,6081,?
32.42549,78.14173,6080,Pt 6080m
33.05886,78.18606,6080,Yalung Nong South
35.34483,76.49037,6080,Ilford Peak
33.73809,77.58028,6080,Reponi Mallari Ri I
34.13785,78.79469,6080,Tondo
37.05162,73.19270,6080,Koh-i-Purwakshan
29.45362,82.58445,6080,?
29.40201,82.73928,6080,?
28.05284,86.08816,6080,?
28.19313,90.11828,6080,什娥布桑
29.27624,90.33456,6080,觉姆/ཇོ་མོ།
30.02413,81.05364,6080,?
28.30708,85.59255,6079,塞多波科里雪山
29.29580,101.90848,6079,仁宗雪山
32.37117,77.56692,6078,CB-14
28.10535,85.90059,6078,?
28.17138,85.74110,6078,Kanshurm
-15.98534,-68.37840,6076,Chachacomani
27.77408,87.92254,6076,Sharphu VI
30.05579,80.90875,6076,?
30.88424,93.86966,6076,玛亚Maya
32.27810,77.71771,6075,Ache
33.32945,78.12134,6075,Pt.
34.35582,78.66616,6075,Subdian
37.12747,72.55084,6075,пик Московской Правды
28.97760,83.19569,6075,?
29.20201,83.82885,6075,?
28.09109,86.08279,6075,?
28.85210,84.29655,6075,Nagoru West
28.16931,86.53683,6075,?
38.43075,73.40387,6074,Узловая
29.63264,101.84133,6074,87号峰
42.03450,79.88450,6073,пик Кирова
28.10079,90.84816,6073,白马林岗日
30.16078,80.46137,6072,Bainti
39.11597,72.21884,6072,Сандал
29.20989,83.80971,6072,?
30.90725,93.85961,6072,Peak 6072
27.80588,86.82362,6071,?
-33.10394,-70.06600,6070,Nevado del Plomo
-28.00830,-68.90994,6070,Baboso
-15.80308,-68.53028,6070,Pico del Norte
-9.01918,-77.65587,6070,Huandoy Este
32.96876,78.14443,6070,Gyama South East
34.43774,77.49669,6070,Lungmochey Kangri
28.93360,83.60115,6070,?
29.37786,82.78123,6070,?
27.81410,86.83342,6070,Kang Thari
27.98364,88.80575,6070,?
29.25006,90.34138,6070,觉波/ཇོ་བོ།
34.75269,99.48480,6070,?
29.95027,102.05170,6070,田海子山
32.41880,77.07595,6069,Mukar Beh
31.04692,79.36992,6069,Tara
30.12039,81.08303,6069,?
28.05347,88.06382,6068,康通恰 / 康通次玛
-27.02336,-68.61424,6067,Cerro Vicuñas
30.03575,80.91754,6067,?
32.84596,76.95603,6066,Tharang I
32.24651,77.70620,6065,Fyanlabte West
39.17343,72.76589,6065,пик Белеули
27.97365,86.77330,6065,?
30.00487,80.90182,6065,?
30.08142,93.90757,6065,?
38.18621,88.89827,6065,阿克塔格
33.24156,76.84771,6064,Khumchu Ri
33.23770,76.90681,6064,Kun Long Ri
30.36946,79.71885,6063,Raunthi
37.06292,73.21366,6063,Koh-e Moshkel
28.05203,90.77347,6063,?
30.73064,94.14304,6063,多布虾嘎
28.62325,83.44894,6062,Jirbang
28.06207,86.09487,6062,?
30.38316,81.42845,6062,Nalakankar
33.34778,78.09970,6060,P. 6060m
38.49340,72.38616,6060,Вспомогателей
38.51192,72.41083,6060,Советских Профсоюзов
38.52012,73.24042,6060,Белая Пирамида
42.16170,80.24935,6060,?
29.03506,83.61229,6060,?
29.44626,93.64649,6060,念久
30.25446,93.42708,6060,?
30.05984,99.31066,6060,央莫龙
30.57054,80.10332,6059,Ikualari
28.07372,86.08732,6058,?
30.62143,93.88684,6058,?
31.46052,78.34331,6057,Devbhoomi 6057m
29.23354,83.79080,6057,?
32.25667,77.70413,6056,SUTD
28.07613,90.68204,6056,拿打几米
33.56890,77.65026,6054,Peak 6054m
38.55616,72.35698,6054,СКАН
28.54156,91.18603,6054,?
28.33474,98.75000,6054,缅茨姆
28.70150,83.72725,6052,?
36.78233,84.60395,6051,?
35.78175,72.28249,6050,Thalo Zom
36.18149,72.35488,6050,Buni Zom III
31.44848,78.33452,6050,Pt 6050
30.22656,80.09812,6050,Dang Thyal
31.52014,78.36243,6050,Kinnaur Kailash Peak
32.42699,78.16616,6050,Pt 6050m
32.42538,78.18322,6050,Pt 6050
33.78088,77.01678,6050,Ukharpu
35.75651,76.20535,6050,Trango Pulpit
36.47307,75.68993,6050,Mungalig Sar
38.50952,72.24238,6050,Парижской Коммуны Западный
38.17124,75.12327,6050,?
38.57165,75.22079,6050,?
42.18584,80.08742,6050,пик Максима Горького
28.91758,83.48200,6050,?
28.94302,83.56686,6050,?
29.40410,82.71087,6050,?
29.23552,83.36115,6050,Chanmar Lek
29.03472,83.63054,6050,?
28.10389,85.89935,6050,?
27.75123,86.89955,6050,?
28.15927,85.81185,6050,?
27.84148,87.75784,6050,?
27.85995,87.91524,6050,?
29.15331,97.03107,6050,达拉贡
30.43321,94.49017,6050,桑日堆
-13.76761,-70.98260,6049,Nevado Yayamari
28.27251,85.57017,6049,?
38.16945,75.19510,6047,?
-8.84960,-77.59524,6046,Pucajirca Norte
38.93658,71.81147,6046,пик Летавета
29.54759,101.83300,6046,?
36.14467,72.39455,6045,Gordoghan Zom II
32.51382,76.87659,6045,Sanakdenk Jot
33.56933,78.89693,6045,第拉山
28.75671,83.89973,6045,?
28.89354,93.50641,6045,西日卡
29.62742,95.89512,6045,康肖岗日
-14.63361,-69.22870,6044,Nevado Chaupi Orco Norte
32.37242,77.49232,6044,?
38.58447,72.34735,6044,пик Крыленко Западный
28.74291,83.89098,6044,?
27.81210,87.93927,6044,Nupchu
27.98432,86.71953,6043,Cholo
28.98330,83.19298,6042,?
30.14517,80.47764,6041,Nagling
30.75448,79.96628,6041,Barmatia
30.51761,93.78737,6041,冬日
36.74738,84.76061,6041,?
36.79800,84.85885,6041,?
36.85619,84.80810,6041,?
34.46089,78.05945,6040,Rangwang Kangri
37.10778,73.17306,6040,Koh-e-Maghrebi
29.64008,83.23120,6040,?
28.25920,86.50922,6040,?
28.07469,90.70174,6040,?
30.19865,94.48792,6040,格弄纳所
30.25502,94.43620,6040,拉不达咱门
-8.87151,-77.60871,6039,Pucajirca Oeste
30.51723,80.38562,6038,Chikula We
37.04632,72.06935,6038,пик Джарх
28.73083,84.08545,6038,Chulu Far East
27.81087,88.31431,6038,?
34.52274,77.32335,6037,Oma Kangri
29.21768,83.83978,6037,Kyangkung Dula
-8.89452,-77.66350,6036,Quitaraju
-9.10618,-77.49059,6036,Contrahierbas
28.85938,84.21341,6036,?
33.18187,79.15197,6035,Mandophoo
29.42729,82.70189,6035,?
29.38285,82.76928,6035,?
29.64124,82.87705,6035,?
27.80026,86.63268,6035,Kongde Ri Nup
27.81379,86.90854,6035,?
30.99244,93.55520,6035,郁节贡嘎
-9.34708,-77.39709,6034,Tocllaraju
31.08128,81.41618,6034,Sonam Ri
28.35703,100.35671,6033,央迈勇
30.05884,99.29615,6033,玛卡拉
28.08789,90.76890,6032,羊当岗日
-33.47427,-69.82387,6030,Cerro Mesetas
32.61880,77.63418,6030,Sagar Peak
33.09615,78.00194,6030,?
35.72646,76.49834,6030,Mitre Peak
33.51210,77.69984,6030,UT Kangri
36.86361,72.52625,6030,Koh-e Barfi
38.83086,72.29341,6030,Горбунова
28.94883,83.61754,6030,?
29.41076,82.70602,6030,?
29.67351,82.94766,6030,?
29.50102,83.23756,6030,?
28.41075,85.00276,6030,Lumbo Himal North
28.23759,86.51334,6030,?
27.62645,88.02031,6030,?
30.26123,80.07127,6029,Nandakhani
38.57290,72.36521,6029,Советских Космонавтов
36.58779,71.85131,6028,?
38.86170,72.10591,6028,пик ОГПУ
28.03444,89.46049,6028,日嘎拉波
28.45362,98.69833,6028,布迥松阶吾学
27.99327,86.79100,6027,Changri
36.64996,72.82953,6026,Shayaz
38.61908,72.24857,6026,Сент-Экзюпери
39.23406,74.51438,6026,?
28.76691,83.93926,6026,Syagang
29.73941,101.92141,6026,?
-8.96826,-77.67163,6025,Caraz
-8.95211,-77.63275,6025,Artesonraju
29.83696,94.91750,6024,白鲁岗日/དཔལ་ཀླུ་གངས་རི།
30.12274,81.08008,6023,?
39.46411,73.70077,6022,扎阿拉依山 пик Эйлера
36.11341,72.26099,6020,Chakholi Zom
33.15742,77.03574,6020,Lama Soo L8
37.14273,73.26663,6020,Koh-e Kha'en
38.52947,72.56055,6020,Пасор
42.17501,80.26609,6020,?
28.95699,83.61932,6020,?
29.64096,83.19820,6020,?
27.62050,88.00639,6020,Boktoh
-33.51507,-69.83514,6019,Nevado de los Piuquenes
-29.10026,-69.78532,6019,Toro Central
28.05441,90.53269,6019,?
38.82872,72.35875,6018,Крутой Рог
-10.27496,-76.92131,6017,Rasac
35.71110,71.00855,6017,?
27.92934,86.68093,6017,Phari Lapcha
32.38736,77.78784,6015,Peak 6015
28.24059,89.81754,6015,切古东
29.92053,81.21721,6015,Karkot
-8.86585,-77.59848,6014,Pucajirca Central
-26.47910,-68.59073,6013,Cumbre Norte
32.30016,78.59355,6013,芒嘎
33.57560,76.10762,6013,Tarparun
-26.82316,-68.64706,6012,?
-26.53028,-67.05852,6012,Cerro Laguna Blanca(s)
28.79795,83.60645,6012,Thapa Peak
27.79954,86.92648,6012,?
27.66566,87.98977,6012,Nyukla Lachun
28.20988,87.66250,6012,亚木如
32.83803,76.94484,6011,Tharang II
32.55308,78.25125,6011,Thongsal
28.97979,97.50685,6011,抗尔玛
33.47790,76.65991,6010,H10 Sakamoto
28.94775,83.61443,6010,?
28.59608,85.00394,6010,?
27.53653,88.22023,6010,Tingchen Khang
28.01694,88.39026,6010,龙琼吓
29.62765,93.35104,6010,野东拉日
31.07455,81.26188,6010,འོད་དཔག་མེད
36.80725,84.91303,6010,?
27.82279,87.78618,6009,?
39.36988,73.12147,6008,пик Корженевского
38.18603,75.08632,6008,?
28.41146,84.99432,6008,Tewa Himal
31.08864,81.36403,6008,Sharma Ri
29.28210,83.87091,6007,?
28.36081,91.87519,6007,杰萨
30.16782,81.06175,6007,?
28.48071,84.22698,6005,?
28.61994,98.21043,6005,木孔雪山南峰
29.00591,97.64616,6005,扬巴必松
30.58541,88.47488,6005,拉龙岗日/ལྷ་ལུང་སྒང་རི
27.79813,86.89468,6004,?
29.64081,101.83073,6004,?
29.68359,101.87217,6004,?
36.75732,84.81807,6004,?
31.05488,81.31242,6002,因揭陀山
32.19562,77.38252,6001,Deo Tibba
-14.65666,-69.23010,6000,Nevado Chaupi Orco Sur
36.18551,72.36547,6000,Buni Zom IV
32.47187,77.47748,6000,?
32.82599,77.41341,6000,Pt 6000m
32.77007,78.05543,6000,?
33.60188,76.32306,6000,Puita
36.38679,74.65736,6000,Ladyfinger Peak
39.44832,73.48821,6000,Маркансу
29.57264,82.86516,6000,?
29.65390,82.93134,6000,?
29.54191,83.23677,6000,?
29.60436,83.26568,6000,?
29.61582,83.26500,6000,?
28.08033,86.20411,6000,拉灵雪山
27.81597,86.84347,6000,?
27.81627,86.85620,6000,?
29.03635,84.25073,6000,Dhechyan Kang
29.03417,84.26869,6000,?
27.78147,87.91380,6000,?
28.22709,89.85315,6000,卡典岗日
27.98208,91.47348,6000,?
28.39169,98.71940,6000,巴乌巴莫
30.53019,93.02193,6000,木泊则
28.64299,84.32348,5999,?
28.58197,84.86930,5996,查尊康日
-33.24475,-69.91748,5993,Cerro Polleras
28.47390,98.67806,5993,茨霜腊卡/ ཆུ་ཤྭ་ལ་ཁ།
38.56538,71.52227,5992,пик Арнавад
31.45092,100.22540,5992,卡瓦洛日
38.36697,72.29451,5990,Лапназар
28.33675,85.03970,5990,?
30.17512,80.92817,5990,?
30.00338,80.87202,5986,?
41.06018,77.68581,5982,Данков чокусу
30.19590,94.49058,5980,?
29.13814,82.75903,5978,?
38.95931,74.96799,5974,?
35.05449,74.56920,5971,لیلی چوٹی
-33.24657,-69.92169,5970,Cerro Polleras Oeste
-33.01582,-69.45493,5968,Cerro El Plata
-33.04562,-70.08620,5965,Nevado Juncal
-33.71668,-69.86420,5964,Cerro Marmolejo Norte
38.64755,71.62035,5963,пик Техарв
28.32613,85.04668,5961,Phyaphala Danda
29.11543,98.50487,5961,?
32.45709,77.03623,5960,Gupt Parbat
60.56785,-140.40569,5959,Mount Logan
41.00711,77.61506,5957,Космос
38.60922,75.44796,5955,?
-33.05202,-70.10157,5953,Nevado Juncal (Cumbre Chilena)
29.62058,82.56938,5953,?
28.38502,100.41704,5951,夏诺多吉
38.19164,73.31429,5951,пик Сарезский
29.32175,94.74918,5950,?
-21.64813,-68.39366,5949,Cerro Polapi
28.01788,86.08065,5947,?
39.11983,72.20688,5940,Комсомольской Правды
27.95925,86.10811,5940,Chaduk Bhir?
29.91733,80.80823,5940,?
29.94987,80.85602,5940,?
38.76392,72.06840,5939,пик Высота
27.52745,88.22290,5936,Jopuno
-33.71529,-69.83839,5934,Cerro Marmolejo Este
27.71645,86.79233,5932,?
-33.50917,-69.83390,5928,?
-13.36084,-72.59351,5928,Tukarway
31.45789,100.20150,5928,卡瓦洛日
-33.05191,-70.09414,5925,Nevado Juncal (Cumbre Sur)
29.12690,82.76197,5925,?
29.95687,102.03522,5924,白海子山
31.31555,103.01723,5922,大黄峰
-13.24767,-72.82070,5918,Saksarayuq
35.67921,72.77963,5918,Falak Sher
28.01185,86.13823,5918,?
29.68620,96.11309,5917,滚多曲巴四滚
30.00170,102.04720,5917,笔架山三屏峰
28.82808,82.61690,5916,Hiūnchuli Pātan
63.09747,-151.00648,5913,North Peak
29.62013,82.55838,5912,Syānāṭh
63.07376,-151.01989,5911,Archdeacons Tower
29.94729,80.85488,5910,?
28.61803,84.33338,5905,?
28.27738,85.18718,5903,Paldor
-16.18703,-71.51438,5900,Fátima
39.23667,71.91097,5900,Сат
29.13030,82.72739,5900,?
27.67550,86.87408,5900,?
28.27909,85.18122,5900,?
29.94025,102.05224,5900,?
31.11357,102.90359,5900,幺妹峰北卫峰
35.81809,70.49359,5898,?
-3.07641,37.35400,5895,Uhuru Peak
39.01412,71.53679,5895,пик Тиндаля
28.04885,86.08721,5890,?
28.34264,84.67328,5890,?
29.12605,82.70664,5888,?
-31.62640,-69.87649,5887,Cordillera de Ansilta
-31.62550,-69.87721,5887,Pico 2 de Ansilta
36.29032,74.05583,5887,Shani Peak
28.32796,97.53497,5881,ခါကာဘိုရာဇီ
35.54556,74.88389,5880,Dofana
28.57041,84.85712,5880,Lapchung
30.00988,102.04024,5880,笔架山
27.77192,86.66010,5878,Nupla
29.99289,102.04838,5878,蛇海子山
-33.04770,-70.09124,5877,?
39.01400,71.50380,5877,Агашидзе
28.42120,98.70448,5877,帕巴乃丁吉著
27.77799,86.65402,5875,?
32.48607,77.20287,5870,Gepang Goh
-33.49628,-69.83196,5868,?
-16.51877,-67.81738,5868,Mururata
27.73353,88.49367,5868,Lama Angden
39.08767,71.97354,5867,пик Бабушкина
29.11499,82.75247,5865,?
38.26319,71.81879,5864,Чирингяд
29.96588,102.04120,5864,白海子山北卫峰
32.34215,77.04152,5860,Hanuman Tibba
42.18779,79.96271,5860,пик Петровского
29.90567,93.75488,5859,雪巴日
-33.78844,-69.89585,5856,Volcán San José
28.84053,82.62614,5854,?
-8.68857,-77.77544,5850,Champará
38.55776,71.55380,5850,пик Черный
28.04712,86.21496,5850,?
39.21122,74.55802,5847,?
28.90359,98.38366,5841,茸棍
-16.20123,-71.50590,5840,Ángel
38.26747,72.71340,5840,?
27.96802,86.10719,5833,?
27.51589,88.23883,5833,?
28.32446,98.74569,5832,纳松秋根
36.75796,71.79559,5830,?
28.26509,85.19193,5828,?
27.51156,88.28119,5825,Narsing
-16.29648,-71.41065,5822,El Misti
-33.78940,-69.90178,5820,?
-1.47339,-78.80457,5820,Cumbre Politécnica
35.53243,75.46880,5820,B21
39.12070,72.24809,5820,Шильбе
41.00924,77.60812,5820,Рототаева
-33.79419,-69.89284,5814,?
28.01174,86.08544,5813,?
28.00505,86.09214,5812,?
27.70004,86.78002,5808,?
29.42726,96.01111,5805,?
29.43205,96.02004,5805,?
29.43379,96.02973,5805,?
-20.93858,-68.41281,5800,Cerro Paroma
27.66704,86.86521,5800,?
29.93762,80.85040,5800,?
30.01749,102.04136,5800,笔架山北峰
-28.95937,-69.75504,5795,Nevado de Los Tambillos
-28.95919,-69.75519,5795,Nevado de los Tambillos
29.31920,101.95777,5793,神仙梁子
28.86182,83.70510,5788,?
30.18283,94.70242,5782,普莫邦敦Pumobunju
28.88082,98.39839,5780,那拉腊卡
28.42755,98.57629,5775,崩匈腊卡
39.03588,72.23908,5774,пик Черепанова
-13.37779,-72.74120,5771,Kiswar
29.39897,94.89887,5770,?
30.01373,95.74036,5768,多木格
36.15252,70.67003,5766,?
38.70931,71.52788,5764,Советских Олимпийцев
36.18004,70.68329,5741,?
-33.76875,-69.90294,5740,San José Norte
30.26767,101.96028,5740,莲花雪山
28.11688,85.50668,5734,?
30.58757,102.16861,5734,夹金山
27.99361,86.09945,5730,?
38.70811,75.34628,5725,?
28.61497,83.46415,5724,Ruyachaur Dhuri
-31.76396,-69.90829,5721,Pico 7 de Ansilta
-33.15186,-70.06368,5720,Cerro Risopatrón
31.32102,103.02430,5716,大黄峰东卫峰
28.44229,98.56259,5715,那拉腊卡
31.30247,103.02483,5714,大黄峰南卫一
30.07911,94.85619,5713,约里隆
29.19071,82.58217,5700,?
42.14991,79.63080,5697,пик Нансена
29.80332,101.96384,5696,多龙果
31.28690,103.02698,5696,大黄峰南卫二
29.61274,82.55682,5690,?
29.75850,95.74874,5688,度帕里莫拉
29.74789,95.80395,5688,森格日（森格康拉Shingikangla）
10.83895,-73.68658,5685,Pico Cristóbal Colón
-33.23924,-69.91629,5683,Polleras Antecumbre Norte 1
-13.16433,-72.32664,5682,Willka Wiqi
28.26759,85.18621,5680,?
27.69987,86.77497,5674,Gonggila
29.49887,101.93974,5672,大雪山
29.98245,102.05101,5672,蛇海子南卫峰
29.11315,82.77008,5662,?
-33.14971,-70.05851,5656,?
-32.30426,-69.68112,5651,Cerro del Tambillo
39.16798,74.89211,5650,?
10.83487,-73.69052,5648,Pico Simón Bolívar
30.17850,94.76702,5648,打巴西里
31.32685,103.02005,5647,大黄峰北卫一
-29.76133,-70.10998,5645,Cerro Doña Ana
30.20181,79.84492,5645,Bhanoti
-21.40678,-68.50147,5644,Cerro Chela
27.51667,88.22426,5640,?
29.09637,82.80126,5639,?
36.21700,70.70725,5637,?
32.39434,76.67241,5634,Mani Mahesh Kailash
-33.76606,-69.91348,5632,Volcán La Engorda
29.77599,95.65094,5631,坎甲纳日帕
30.62332,102.18242,5626,锅圈梁
27.68883,86.78547,5622,?
29.80256,101.97514,5622,雅家梗山
35.80191,75.29003,5621,Barganchu
39.62085,70.71921,5621,Скалистый
39.29958,74.13191,5620,?
29.74197,95.75890,5620,?
29.94854,102.02372,5612,?
30.57083,102.14387,5612,青杠湾梁子
28.38257,84.75972,5600,?
27.60254,89.36107,5600,?
28.64242,83.70880,5596,?
10.84076,-73.70565,5594,Pico Simmonds
27.09841,100.17670,5590,玉龙雪山
29.93465,95.28827,5590,卡木拉
32.67586,103.84683,5588,雪宝顶/ ཤར་དུང་རི།
29.93328,81.69739,5580,?
29.94446,95.71190,5579,古通
42.23179,79.79284,5576,пик 1000-летия Казани
28.48092,84.26578,5572,?
-1.47465,-78.79801,5570,C. Nicolás Martínez
28.34299,84.67989,5570,?
42.35324,80.62786,5570,哈里周哈拉
-30.48144,-70.26683,5568,Cerro Volcán
28.86997,82.61461,5568,?
-33.17772,-70.06102,5567,Cerro Tronco
36.14168,70.83285,5567,?
28.47377,83.92753,5553,Mardi Himal
-20.91911,-66.03621,5552,Cerro Chorolque
-32.31467,-69.72160,5550,Cerro Barauca
-27.21310,-66.09381,5550,Cerro del Bolsón
28.37252,99.40114,5545,巴拉格宗雪山
39.44879,71.08278,5544,Тамдыкул чокусу
28.82244,82.60666,5544,?
28.05007,85.90877,5540,章尼巴康日
29.81202,81.19268,5540,?
28.10439,85.47228,5535,?
-13.92032,-74.01916,5532,Chinchica
29.11583,98.05928,5531,横断山
39.49983,71.09686,5529,Снежный Шатёр
31.61790,103.00179,5527,雪隆包
27.52601,88.25721,5526,?
30.18585,101.99325,5518,滑山
38.44756,75.58663,5513,?
29.91918,81.70838,5510,?
35.41726,72.71876,5509,Mankial Sar
35.41708,72.71883,5509,Mankial Sar
39.56546,70.21953,5509,Пирамида
29.10534,98.08279,5507,楚孜
29.97654,102.05142,5504,?
-32.89893,-69.42594,5490,Cerro Blanco
-27.32369,-66.18896,5489,Cerro Nevado del Candado
60.29345,-140.93074,5489,Mount Saint Elias
39.19788,68.19559,5489,Чимтарга
39.24104,72.18470,5486,Гезель
-13.88396,-74.00663,5483,Wacramarca
27.50946,88.22146,5480,?
32.09826,77.40622,5470,Ali Ratni Tibba
-33.97572,-69.88115,5468,Cerro Castillo
-29.23375,-69.47199,5467,Cerro Imán
35.64438,74.77897,5448,Bariokhal Shish
29.30053,101.99209,5446,?
43.80154,88.33498,5445,博格达峰
32.64181,103.88569,5443,小雪宝顶
-31.47168,-69.79465,5442,Cerro de Los Manantiales
27.71782,88.71336,5441,?
32.08146,77.43272,5429,South Malana Peak
34.16459,75.32694,5425,Kolahoi Peak
-33.23684,-70.21445,5424,Cerro El Plomo
28.50347,84.26660,5422,?
-13.40268,-72.66778,5418,Amparay
42.36225,80.74449,5418,?
30.20668,102.33187,5412,大坪山
28.99942,82.39653,5410,Bhalu Lek
36.77911,71.45044,5409,کوه چوک شاخ
-30.55776,-70.03380,5406,Cerro Cortadera
-33.68726,-69.98825,5404,Cerro Loma Larga
39.62364,70.70878,5402,?
27.63444,86.86369,5400,Dobato
39.64739,70.70059,5398,Боец
38.56670,75.74313,5397,?
27.32190,100.10599,5396,哈巴雪山
38.08095,71.70280,5394,Ханым
28.87416,82.70633,5394,?
30.17936,101.99568,5394,?
28.85433,82.70432,5388,?
27.94206,86.12360,5387,?
30.35158,102.04453,5387,加米峰
29.08521,82.81150,5386,?
-33.96328,-69.85331,5385,Cerro Manchado
-33.68698,-69.99385,5385,Cerro Loma Larga Oeste
30.57556,102.42555,5380,石喇嘛
-33.68642,-69.98495,5375,Cerro Loma Larga Este
-33.23213,-70.22285,5370,Punta Parsifal
-33.03025,-69.42394,5367,Cerro Negro
29.03736,102.18631,5366,令牌山
-13.35153,-72.82091,5365,Quriwayrachina
2.92314,-76.02780,5364,Pico Central
30.78127,102.99065,5364,大雪塘
43.78953,88.41133,5362,博格达二峰
-13.16422,-72.37117,5361,Waqaywillka
41.84930,79.58539,5361,Майбаш
2.94116,-76.02912,5354,Pico Norte
30.77429,102.99417,5354,?
-33.21741,-70.21853,5352,Cerro Littoria
-33.20682,-70.21145,5352,Cerro Fickenscher
28.99566,82.39533,5350,?
30.77511,102.99974,5350,大雪塘次峰
30.21863,102.05978,5344,?
30.47906,102.41544,5338,武檀雪山
-33.27473,-70.05090,5335,Cerro Roth
34.62260,76.24580,5335,Junkor
27.65676,86.77982,5329,?
27.92796,86.12453,5328,Milke
38.43496,75.63297,5323,?
32.09003,77.39049,5320,Manikaran Spires Pt. 5320
-13.17104,-72.40621,5319,Nevado Bonanta
-1.68459,-78.42280,5319,Obispo
31.45274,103.39928,5313,小雪隆包
-11.89658,-74.85021,5312,Nevado Lalaccotuna
28.89729,82.70925,5310,?
30.70330,101.81107,5310,万年雪梁子
39.14942,68.31870,5306,Большая Ганза
62.96051,-151.39865,5303,Mount Foraker
30.77070,102.99137,5300,?
39.18630,71.79793,5299,Ширвоза
27.66065,86.78233,5291,?
34.82300,73.72491,5290,Malika Parbat
43.43804,86.08550,5289,河源峰
43.79408,88.39680,5288,博格达三峰
43.79485,88.32292,5287,博格达四峰
2.93508,-76.02739,5284,Pico La Cresta
38.58265,75.58873,5271,?
39.47066,71.08008,5270,?
-34.16382,-69.83183,5264,Volcán Maipo
-1.65887,-78.42378,5260,Canónigo
28.36673,84.76890,5260,?
-1.66659,-78.41787,5259,Canon
27.52828,88.31905,5259,Siongsilit
-33.68261,-70.03534,5257,Cerro Mesón Alto
-33.68450,-70.03417,5253,Punta Gervasutti
39.32133,70.06012,5250,Тутеклик
39.44238,71.09262,5250,?
61.02157,-140.46600,5240,Mount Lucania
-13.55810,-72.92994,5235,Nevado Ampay
34.62239,76.22671,5235,Junkar 17627
19.17609,-98.64076,5230,Iztaccíhuatl
19.17625,-98.64064,5230,Pecho Iztaccíhuatl (Cumbre)
30.86968,102.05997,5216,哥妈峰
4.65881,-75.32963,5215,Nevado del Tolima
43.78979,88.30996,5213,博格达五峰
38.07002,71.97701,5212,Хацвор
43.05222,43.13318,5205,Дыхтау
29.95483,80.79605,5200,?
-33.70362,-69.99846,5197,Cerro Cortaderas
-1.67462,-78.40915,5193,Tabernáculo
42.99932,43.11313,5193,Шхара / შხარა
-33.68840,-70.03412,5190,Punta Saavedra
-34.75403,-69.97191,5189,Cerro Sosneado
-0.15346,37.30929,5188,Nelion
36.35400,74.80353,5184,Attabad Peak
-8.84196,-78.00583,5181,Coñocranra
43.04939,43.13548,5180,Восточная Дыхтау
43.78442,88.33701,5180,博格达六峰
-34.28665,-70.03284,5174,Cumbre Principal
60.58306,-140.65389,5173,King Peak
-34.28510,-70.00714,5165,Cumbre Argentina
28.87760,82.61146,5160,?
